duration,distance
288.0,2537.0
589.0,7266.0
705.0,8044.0
300.0,2866.0
699.0,8374.0
249.0,2009.0
226.0,1856.0
279.0,2222.0
380.0,3518.0
34.0,318.0
134.0,1222.0
573.0,6452.0
723.0,10076.0
291.0,2767.0
285.0,2365.0
88.0,808.0
626.0,7670.0
415.0,4676.0
203.0,1734.0
696.0,8811.0
621.0,7471.0
626.0,7670.0
193.0,1713.0
296.0,2668.0
356.0,3116.0
157.0,1595.0
175.0,1333.0
541.0,6766.0
220.0,1741.0
541.0,6766.0
168.0,1515.0
187.0,1667.0
366.0,2874.0
110.0,818.0
707.0,8354.0
707.0,8354.0
201.0,1892.0
386.0,3596.0
59.0,524.0
218.0,1880.0
338.0,3372.0
303.0,2741.0
246.0,2026.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
847.0,10911.0
626.0,7670.0
133.0,1201.0
723.0,10076.0
262.0,2295.0
182.0,1331.0
626.0,7670.0
351.0,2770.0
58.0,508.0
325.0,3140.0
626.0,7670.0
626.0,7670.0
852.0,10244.0
699.0,8374.0
188.0,1501.0
351.0,2770.0
338.0,3381.0
594.0,6377.0
259.0,2076.0
343.0,3213.0
707.0,8354.0
58.0,518.0
230.0,2098.0
258.0,2240.0
585.0,6118.0
225.0,2179.0
145.0,1238.0
291.0,2767.0
626.0,7670.0
96.0,571.0
707.0,8354.0
314.0,2670.0
241.0,1948.0
308.0,2439.0
152.0,1377.0
707.0,8354.0
268.0,2189.0
117.0,846.0
160.0,1088.0
234.0,1943.0
638.0,7763.0
164.0,1137.0
314.0,2906.0
525.0,5813.0
310.0,3083.0
164.0,1137.0
282.0,2314.0
393.0,3765.0
699.0,8374.0
375.0,3434.0
360.0,3124.0
271.0,2215.0
168.0,1330.0
319.0,2902.0
229.0,2067.0
852.0,10244.0
137.0,1062.0
220.0,1993.0
262.0,2295.0
462.0,4423.0
522.0,5452.0
238.0,2102.0
707.0,8354.0
169.0,1349.0
946.0,11225.0
221.0,1758.0
114.0,1060.0
621.0,7471.0
707.0,8354.0
626.0,7670.0
216.0,1913.0
707.0,8354.0
275.0,2448.0
621.0,7471.0
626.0,7670.0
316.0,2872.0
527.0,5594.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
302.0,2570.0
707.0,8354.0
370.0,3261.0
699.0,8374.0
626.0,7670.0
226.0,1768.0
860.0,9655.0
626.0,7670.0
353.0,3041.0
707.0,8354.0
334.0,3124.0
236.0,2152.0
335.0,2712.0
259.0,2076.0
542.0,5582.0
285.0,2365.0
624.0,6515.0
235.0,2282.0
278.0,2513.0
506.0,4928.0
340.0,2819.0
504.0,5825.0
699.0,8374.0
138.0,1142.0
383.0,3699.0
626.0,7670.0
707.0,8354.0
58.0,508.0
807.0,11134.0
483.0,5049.0
265.0,2513.0
324.0,2760.0
404.0,3915.0
262.0,2295.0
268.0,2302.0
232.0,2198.0
567.0,4864.0
626.0,7670.0
626.0,7670.0
163.0,1521.0
707.0,8354.0
311.0,2996.0
707.0,8354.0
626.0,7670.0
720.0,8258.0
293.0,2668.0
429.0,3602.0
860.0,9655.0
222.0,1772.0
893.0,12305.0
337.0,3122.0
152.0,1104.0
626.0,7670.0
633.0,6736.0
421.0,3374.0
296.0,2312.0
626.0,7670.0
316.0,2901.0
715.0,8047.0
248.0,1984.0
252.0,2368.0
224.0,1815.0
707.0,8354.0
707.0,8354.0
245.0,2350.0
189.0,1626.0
335.0,2712.0
129.0,1037.0
754.0,11792.0
202.0,1729.0
541.0,6766.0
707.0,8354.0
860.0,9655.0
626.0,7670.0
541.0,6766.0
117.0,1078.0
95.0,788.0
295.0,2774.0
626.0,7670.0
739.0,6866.0
462.0,4178.0
224.0,1967.0
191.0,1414.0
375.0,3382.0
626.0,7670.0
268.0,2189.0
546.0,4419.0
163.0,1521.0
640.0,5953.0
577.0,4958.0
638.0,7763.0
496.0,5087.0
776.0,9495.0
860.0,9655.0
430.0,3739.0
626.0,7670.0
206.0,1873.0
631.0,7574.0
626.0,7670.0
154.0,1278.0
283.0,2398.0
872.0,13905.0
373.0,2808.0
300.0,2813.0
626.0,7670.0
377.0,3581.0
681.0,7206.0
201.0,1465.0
100.0,906.0
493.0,4336.0
189.0,1516.0
102.0,724.0
699.0,8374.0
352.0,3192.0
252.0,2136.0
309.0,2672.0
214.0,1826.0
256.0,2171.0
138.0,1142.0
271.0,2323.0
538.0,4886.0
626.0,7670.0
626.0,7670.0
641.0,8446.0
206.0,1873.0
541.0,6766.0
432.0,4403.0
421.0,3374.0
699.0,8374.0
134.0,1101.0
653.0,9521.0
220.0,2004.0
82.0,819.0
1192.0,22847.0
351.0,2770.0
626.0,7670.0
126.0,1051.0
642.0,6081.0
283.0,2294.0
589.0,6161.0
335.0,2624.0
206.0,1873.0
199.0,1812.0
626.0,7670.0
138.0,1142.0
200.0,1749.0
158.0,1349.0
275.0,2477.0
357.0,3360.0
542.0,6899.0
626.0,7670.0
296.0,2668.0
262.0,2295.0
303.0,2792.0
526.0,4521.0
626.0,7670.0
542.0,5582.0
626.0,7670.0
437.0,4135.0
264.0,2014.0
128.0,1202.0
384.0,3643.0
223.0,1775.0
638.0,7763.0
437.0,3871.0
224.0,2082.0
324.0,2760.0
259.0,2322.0
626.0,7670.0
626.0,7670.0
124.0,1061.0
699.0,8374.0
626.0,7670.0
262.0,2295.0
491.0,4366.0
552.0,5569.0
296.0,2312.0
239.0,2441.0
707.0,8354.0
707.0,8354.0
191.0,1414.0
254.0,1940.0
570.0,6947.0
271.0,2215.0
352.0,3391.0
233.0,2054.0
296.0,2560.0
626.0,7670.0
188.0,1697.0
208.0,1727.0
209.0,1826.0
707.0,8354.0
330.0,3147.0
199.0,1665.0
707.0,8354.0
268.0,2302.0
446.0,4396.0
800.0,10304.0
626.0,7670.0
442.0,4180.0
653.0,9521.0
220.0,1741.0
277.0,2395.0
699.0,8374.0
707.0,8354.0
626.0,7670.0
707.0,8354.0
234.0,2276.0
430.0,3739.0
657.0,9338.0
432.0,4075.0
354.0,3242.0
626.0,7670.0
100.0,906.0
133.0,1263.0
222.0,1898.0
263.0,2412.0
653.0,9521.0
497.0,5144.0
160.0,1088.0
163.0,1521.0
200.0,1749.0
312.0,2958.0
565.0,5641.0
599.0,5060.0
292.0,2357.0
192.0,1779.0
699.0,8374.0
626.0,7670.0
198.0,1816.0
357.0,2689.0
269.0,2445.0
723.0,10076.0
701.0,10518.0
144.0,1230.0
277.0,2365.0
707.0,8354.0
707.0,8354.0
262.0,2273.0
280.0,2183.0
726.0,8935.0
657.0,9338.0
335.0,2712.0
618.0,5123.0
539.0,5777.0
257.0,2576.0
699.0,8374.0
124.0,1040.0
335.0,2712.0
320.0,2852.0
626.0,7670.0
257.0,2187.0
860.0,9655.0
249.0,2009.0
290.0,2521.0
626.0,7670.0
527.0,5594.0
202.0,1729.0
280.0,2183.0
531.0,5047.0
626.0,7670.0
398.0,3623.0
449.0,4301.0
665.0,7901.0
308.0,2439.0
236.0,2152.0
860.0,9655.0
860.0,9655.0
323.0,2853.0
707.0,8354.0
123.0,1142.0
707.0,8354.0
250.0,2190.0
386.0,3374.0
637.0,5710.0
204.0,1577.0
440.0,4058.0
626.0,7670.0
626.0,7670.0
699.0,8374.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
238.0,2155.0
264.0,2014.0
362.0,3242.0
626.0,7670.0
262.0,2273.0
542.0,5582.0
638.0,7763.0
273.0,2690.0
626.0,7670.0
542.0,5582.0
491.0,5005.0
296.0,2389.0
626.0,7670.0
707.0,8354.0
253.0,1975.0
707.0,8354.0
626.0,7670.0
353.0,3292.0
440.0,3937.0
58.0,518.0
626.0,7670.0
292.0,2207.0
775.0,7232.0
316.0,2598.0
240.0,2028.0
707.0,8354.0
285.0,2365.0
285.0,2365.0
838.0,9519.0
275.0,2448.0
410.0,3750.0
707.0,8354.0
138.0,979.0
424.0,4461.0
626.0,7670.0
368.0,3562.0
699.0,8374.0
198.0,1893.0
541.0,6766.0
707.0,8354.0
626.0,7670.0
268.0,2293.0
626.0,7670.0
58.0,508.0
510.0,6407.0
626.0,7670.0
860.0,9655.0
213.0,2012.0
306.0,2676.0
70.0,564.0
626.0,7670.0
369.0,3468.0
239.0,2076.0
550.0,5391.0
386.0,3515.0
145.0,1364.0
707.0,8354.0
707.0,8354.0
860.0,9655.0
183.0,1581.0
449.0,4306.0
128.0,1184.0
195.0,1963.0
326.0,3001.0
227.0,1811.0
33.0,181.0
209.0,1826.0
353.0,3292.0
116.0,882.0
266.0,1850.0
214.0,1703.0
255.0,2192.0
262.0,2295.0
707.0,8354.0
626.0,7670.0
626.0,7670.0
707.0,8354.0
116.0,941.0
280.0,2114.0
348.0,2998.0
227.0,1900.0
433.0,3979.0
247.0,2394.0
263.0,2486.0
440.0,3937.0
158.0,1349.0
860.0,9655.0
221.0,1826.0
665.0,7901.0
541.0,6766.0
478.0,5336.0
317.0,2779.0
180.0,1610.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
390.0,3766.0
344.0,3062.0
453.0,4536.0
707.0,8354.0
202.0,1494.0
626.0,7670.0
707.0,8354.0
229.0,1992.0
626.0,7670.0
707.0,8354.0
626.0,7670.0
352.0,2738.0
559.0,6077.0
148.0,1146.0
187.0,1667.0
626.0,7670.0
541.0,6766.0
417.0,3433.0
258.0,1898.0
177.0,1546.0
541.0,6766.0
626.0,7670.0
626.0,7670.0
707.0,8354.0
58.0,508.0
396.0,3388.0
152.0,1377.0
358.0,3334.0
707.0,8354.0
626.0,7670.0
324.0,3020.0
462.0,4013.0
342.0,3248.0
322.0,3295.0
256.0,2464.0
696.0,8811.0
308.0,2809.0
274.0,2166.0
330.0,3006.0
304.0,2884.0
308.0,2944.0
141.0,1268.0
206.0,1873.0
152.0,1377.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
638.0,7763.0
626.0,7670.0
246.0,2368.0
458.0,5110.0
206.0,1992.0
621.0,7471.0
734.0,7482.0
626.0,7670.0
457.0,3874.0
707.0,8354.0
34.0,318.0
205.0,1730.0
570.0,6947.0
140.0,1328.0
669.0,10357.0
541.0,6766.0
266.0,2314.0
589.0,7266.0
390.0,3766.0
626.0,7670.0
305.0,2786.0
626.0,7670.0
723.0,10076.0
185.0,1636.0
454.0,4167.0
310.0,3083.0
220.0,1741.0
626.0,7670.0
699.0,8374.0
449.0,4306.0
310.0,3083.0
240.0,2028.0
304.0,2525.0
71.0,649.0
285.0,2119.0
251.0,2120.0
365.0,3534.0
684.0,6549.0
699.0,8374.0
309.0,2502.0
164.0,1421.0
626.0,7670.0
626.0,7670.0
238.0,2144.0
305.0,2879.0
699.0,8374.0
559.0,8461.0
570.0,6947.0
626.0,7670.0
626.0,7670.0
96.0,571.0
618.0,5043.0
262.0,2295.0
542.0,4323.0
290.0,2560.0
736.0,11310.0
270.0,2415.0
220.0,1741.0
626.0,7670.0
626.0,7670.0
569.0,6646.0
638.0,7763.0
707.0,8354.0
626.0,7670.0
362.0,3242.0
699.0,8374.0
275.0,2448.0
318.0,2798.0
262.0,2295.0
258.0,2153.0
626.0,7670.0
248.0,1790.0
286.0,2332.0
835.0,8707.0
247.0,2394.0
377.0,3822.0
190.0,1862.0
297.0,2880.0
91.0,798.0
310.0,3083.0
541.0,6766.0
707.0,8354.0
596.0,5309.0
232.0,2000.0
439.0,3819.0
243.0,1796.0
621.0,7471.0
335.0,2712.0
626.0,7670.0
192.0,1594.0
707.0,8354.0
626.0,7670.0
707.0,8354.0
174.0,1641.0
621.0,6201.0
360.0,3531.0
411.0,3416.0
259.0,2116.0
699.0,8374.0
707.0,8354.0
626.0,7670.0
419.0,3634.0
152.0,1469.0
185.0,1715.0
195.0,1587.0
300.0,2866.0
707.0,8354.0
626.0,7670.0
59.0,407.0
265.0,2513.0
368.0,3414.0
336.0,3593.0
230.0,1829.0
699.0,8374.0
621.0,7471.0
239.0,2076.0
626.0,7670.0
256.0,2290.0
352.0,2738.0
699.0,8374.0
540.0,4220.0
205.0,1924.0
536.0,6639.0
753.0,8907.0
218.0,1880.0
626.0,7670.0
527.0,5594.0
626.0,7670.0
206.0,1873.0
338.0,2705.0
800.0,12371.0
489.0,4481.0
707.0,8354.0
220.0,1908.0
626.0,7670.0
282.0,2648.0
163.0,1373.0
230.0,1740.0
527.0,5594.0
707.0,8354.0
541.0,6766.0
280.0,2183.0
626.0,7670.0
285.0,2365.0
216.0,1913.0
540.0,5107.0
626.0,7670.0
463.0,4366.0
626.0,7670.0
626.0,7670.0
262.0,2295.0
335.0,2712.0
164.0,1343.0
324.0,2760.0
229.0,2094.0
546.0,4419.0
191.0,1788.0
445.0,3920.0
541.0,6766.0
386.0,3515.0
285.0,2440.0
146.0,1381.0
860.0,9655.0
626.0,7670.0
492.0,5270.0
314.0,2906.0
626.0,7670.0
626.0,7670.0
707.0,8354.0
699.0,8374.0
699.0,8374.0
626.0,7670.0
534.0,5061.0
173.0,1192.0
626.0,7670.0
138.0,1142.0
291.0,2767.0
626.0,7670.0
285.0,2365.0
300.0,2563.0
312.0,2443.0
350.0,3343.0
707.0,8354.0
200.0,1749.0
152.0,1377.0
580.0,5326.0
197.0,1810.0
244.0,2197.0
306.0,2937.0
570.0,6947.0
247.0,1958.0
626.0,7670.0
262.0,2295.0
626.0,7670.0
110.0,818.0
707.0,8354.0
1243.0,20996.0
232.0,2198.0
130.0,1098.0
67.0,623.0
699.0,8374.0
295.0,2598.0
626.0,7670.0
707.0,8354.0
296.0,2553.0
638.0,7763.0
355.0,3030.0
201.0,1892.0
626.0,7670.0
699.0,8374.0
223.0,1864.0
283.0,2304.0
200.0,1720.0
199.0,1650.0
152.0,1175.0
626.0,7670.0
100.0,906.0
715.0,6952.0
512.0,6138.0
653.0,9521.0
310.0,3083.0
352.0,2901.0
621.0,7471.0
61.0,439.0
365.0,2790.0
357.0,3082.0
707.0,8354.0
318.0,2798.0
541.0,6766.0
180.0,1273.0
626.0,7670.0
186.0,1555.0
280.0,2088.0
147.0,1413.0
304.0,3105.0
209.0,1654.0
264.0,2014.0
296.0,2668.0
606.0,6887.0
626.0,7670.0
178.0,1418.0
96.0,571.0
160.0,1464.0
220.0,1741.0
285.0,2556.0
626.0,7670.0
699.0,8374.0
707.0,8354.0
316.0,2754.0
699.0,8374.0
225.0,1796.0
152.0,1377.0
276.0,2365.0
162.0,1258.0
177.0,1546.0
282.0,2512.0
499.0,5612.0
249.0,1893.0
238.0,2102.0
310.0,3083.0
210.0,1665.0
445.0,3920.0
233.0,2054.0
626.0,7670.0
176.0,1579.0
100.0,906.0
626.0,7670.0
243.0,1840.0
285.0,2365.0
224.0,1815.0
626.0,7670.0
489.0,4389.0
306.0,2722.0
443.0,5120.0
202.0,1729.0
310.0,3083.0
197.0,1766.0
626.0,7670.0
626.0,7670.0
249.0,2141.0
860.0,9655.0
192.0,1779.0
699.0,8374.0
505.0,4771.0
319.0,2718.0
262.0,2295.0
183.0,1581.0
377.0,3484.0
158.0,1452.0
276.0,2601.0
220.0,1741.0
259.0,2530.0
106.0,892.0
157.0,1595.0
716.0,8469.0
626.0,7670.0
263.0,2356.0
251.0,2010.0
131.0,1096.0
184.0,1750.0
235.0,2282.0
265.0,2513.0
293.0,2481.0
250.0,2134.0
134.0,1223.0
733.0,9933.0
176.0,1311.0
78.0,604.0
570.0,6947.0
163.0,1485.0
310.0,3083.0
236.0,2212.0
550.0,5391.0
255.0,2405.0
626.0,7670.0
626.0,7670.0
323.0,2067.0
347.0,2968.0
573.0,6452.0
346.0,3085.0
505.0,5447.0
626.0,7670.0
707.0,8354.0
707.0,8354.0
138.0,1142.0
657.0,9338.0
395.0,3379.0
135.0,1159.0
505.0,4882.0
638.0,7763.0
697.0,6728.0
270.0,2415.0
707.0,8354.0
304.0,2201.0
262.0,2281.0
767.0,7775.0
626.0,7670.0
386.0,3515.0
319.0,2902.0
390.0,3766.0
350.0,3343.0
707.0,8354.0
626.0,7670.0
349.0,3151.0
720.0,8258.0
626.0,7670.0
496.0,5068.0
626.0,7670.0
665.0,7901.0
626.0,7670.0
198.0,1517.0
242.0,2024.0
110.0,818.0
417.0,3822.0
418.0,3728.0
460.0,4201.0
626.0,7670.0
626.0,7670.0
462.0,4277.0
699.0,8374.0
234.0,1943.0
224.0,2082.0
626.0,7670.0
626.0,7670.0
643.0,7764.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
401.0,3695.0
225.0,1901.0
264.0,2014.0
654.0,6517.0
286.0,2332.0
335.0,2712.0
658.0,11053.0
621.0,7471.0
626.0,7670.0
707.0,8354.0
623.0,6400.0
707.0,8354.0
315.0,2802.0
382.0,3787.0
247.0,2208.0
621.0,7471.0
310.0,3083.0
626.0,7670.0
648.0,6350.0
224.0,1815.0
723.0,10076.0
318.0,2798.0
621.0,7471.0
222.0,1927.0
626.0,7670.0
406.0,3872.0
626.0,7670.0
291.0,2767.0
347.0,2999.0
620.0,7601.0
699.0,8374.0
268.0,2189.0
224.0,1815.0
699.0,8374.0
394.0,3354.0
918.0,12727.0
579.0,5355.0
699.0,8374.0
626.0,7670.0
644.0,8234.0
255.0,2070.0
163.0,1521.0
348.0,3534.0
178.0,1418.0
183.0,1581.0
202.0,1729.0
216.0,1705.0
699.0,8374.0
203.0,1734.0
486.0,4629.0
187.0,1667.0
237.0,1813.0
296.0,2554.0
124.0,1061.0
247.0,2365.0
310.0,3083.0
169.0,1329.0
626.0,7670.0
626.0,7670.0
542.0,6899.0
133.0,1201.0
244.0,2197.0
349.0,2673.0
329.0,2752.0
657.0,6925.0
626.0,7670.0
274.0,2225.0
169.0,1359.0
238.0,2262.0
707.0,8354.0
707.0,8354.0
541.0,6766.0
220.0,2038.0
399.0,3586.0
292.0,2357.0
707.0,8354.0
145.0,1374.0
358.0,3382.0
638.0,7763.0
202.0,1729.0
252.0,2136.0
626.0,7670.0
130.0,941.0
542.0,5582.0
176.0,1416.0
707.0,8354.0
134.0,1222.0
264.0,2014.0
311.0,2347.0
248.0,2069.0
290.0,2870.0
112.0,926.0
527.0,5594.0
657.0,6925.0
626.0,7670.0
626.0,7670.0
262.0,2295.0
170.0,1446.0
129.0,1037.0
198.0,1517.0
638.0,7763.0
626.0,7670.0
145.0,1247.0
224.0,1815.0
58.0,518.0
443.0,5120.0
198.0,1517.0
541.0,6766.0
856.0,9470.0
326.0,2838.0
287.0,2593.0
626.0,7670.0
860.0,9655.0
795.0,14291.0
200.0,1749.0
115.0,903.0
310.0,3083.0
435.0,3731.0
245.0,2284.0
100.0,906.0
707.0,8354.0
268.0,2302.0
296.0,2703.0
183.0,1487.0
626.0,7670.0
172.0,1601.0
403.0,3671.0
723.0,10076.0
388.0,3454.0
304.0,2201.0
394.0,3354.0
626.0,7670.0
643.0,7764.0
319.0,2902.0
160.0,1464.0
100.0,906.0
626.0,7670.0
330.0,2662.0
626.0,7670.0
570.0,6947.0
588.0,6009.0
399.0,3712.0
626.0,7670.0
707.0,8354.0
626.0,7670.0
626.0,5103.0
267.0,2489.0
626.0,7670.0
352.0,3391.0
626.0,7670.0
190.0,1862.0
621.0,7471.0
690.0,6773.0
285.0,2365.0
699.0,8374.0
536.0,4285.0
337.0,3122.0
723.0,10076.0
542.0,5582.0
256.0,2384.0
335.0,2624.0
258.0,2486.0
699.0,8374.0
626.0,7670.0
432.0,4075.0
626.0,7670.0
390.0,3766.0
707.0,8354.0
626.0,7670.0
163.0,1521.0
154.0,1278.0
291.0,2767.0
861.0,12004.0
626.0,7670.0
699.0,8374.0
220.0,1741.0
285.0,2365.0
649.0,7329.0
626.0,7670.0
699.0,8374.0
458.0,5110.0
638.0,7763.0
259.0,2147.0
182.0,1690.0
852.0,10244.0
306.0,2371.0
250.0,2035.0
487.0,4588.0
202.0,1729.0
150.0,1215.0
324.0,3232.0
293.0,2668.0
518.0,5079.0
626.0,7670.0
459.0,4805.0
268.0,2191.0
200.0,1749.0
262.0,2273.0
265.0,2513.0
71.0,649.0
124.0,1293.0
707.0,8354.0
513.0,5410.0
387.0,3380.0
386.0,3374.0
390.0,3766.0
396.0,3421.0
262.0,2106.0
720.0,8258.0
115.0,751.0
228.0,1973.0
296.0,2516.0
707.0,8354.0
539.0,5777.0
842.0,9179.0
247.0,2114.0
133.0,1263.0
626.0,7670.0
