node_id,lat,lon
598564435, 46.5238463, 6.630894
1193508719, 46.6106018, 6.6572558
4306332662, 46.5021829, 6.6887566
1625058871, 46.533172, 6.6607834
616664243, 46.5182222, 6.6498506
428873731, 46.5180243, 6.7023228
329748111, 46.4928532, 6.7535853
564882752, 46.5213801, 6.6388698
1068483634, 46.542428, 6.6327673
571224227, 46.533064, 6.6336087
288435645, 46.5247638, 6.6706438
60406083, 46.5404073, 6.5673303
560916555, 46.5196857, 6.6313
331885845, 46.5633552, 6.6050364
267469257, 46.5102405, 6.6592652
155053227, 46.5194376, 6.6373258
269580092, 46.5135962, 6.6481345
1607339376, 46.5176944, 6.6034455
3276662112, 46.5946725, 6.5539227
1444680580, 46.5349587, 6.604851
4174410508, 46.5217737, 6.6179286
568441697, 46.5105211, 6.6389157
34505929, 46.5167787, 6.6043084
295490078, 46.5310013, 6.6294125
329188884, 46.5334496, 6.6545448
886578744, 46.5897171, 6.6429206
3311022349, 46.5753738, 6.7350556
3310996228, 46.5751099, 6.7259295
1025717094, 46.5060126, 6.6422912
560793448, 46.5236093, 6.6015164
3827559325, 46.5395672, 6.596083
504658, 46.509472, 6.6631387
599577905, 46.5390174, 6.6344013
341343307, 46.5397923, 6.648486
1629978386, 46.5405058, 6.6278657
288435699, 46.5192983, 6.6573214
280623, 46.5231167, 6.624483
565051473, 46.5407067, 6.6565055
2296716535, 46.5470785, 6.6110132
2629905922, 46.5238031, 6.592228
1011183143, 46.5200327, 6.6639649
5331273176, 46.5244413, 6.6151391
599509112, 46.5306435, 6.6160663
280588, 46.5171739, 6.6127656
344974113, 46.5353365, 6.6209437
568459483, 46.5133815, 6.6445735
2137526038, 46.549575, 6.5761304
566751127, 46.5248556, 6.6258776
318527027, 46.5215698, 6.5404281
444568501, 46.5946808, 6.5624696
567549212, 46.5155549, 6.6159746
310134364, 46.4998458, 6.7288776
275516083, 46.5573424, 6.6859103
313153414, 46.5326648, 6.6331451
654111804, 46.5294176, 6.6527429
1070966639, 46.4970759, 6.7036826
315360654, 46.5403318, 6.6553795
1435429130, 46.5512292, 6.5787922
598924825, 46.5298463, 6.6136776
330165867, 46.5346407, 6.6052197
4415975207, 46.5369331, 6.5509961
4604948619, 46.5027689, 6.7134572
362748829, 46.5152773, 6.6508938
311454206, 46.5272961, 6.6035736
582913828, 46.5284208, 6.6076103
1032431304, 46.5044616, 6.6866612
2318074263, 46.54521, 6.6053657
583408343, 46.5246743, 6.6216258
4357096300, 46.5435584, 6.5709628
574442296, 46.5166935, 6.6115497
5344892966, 46.5114378, 6.6292534
4465992254, 46.5315475, 6.555926
1681943427, 46.520469, 6.6648975
338467207, 46.5318757, 6.604458
1193499039, 46.5927174, 6.6453304
387472824, 46.5328492, 6.5595458
564488557, 46.5418179, 6.6496382
258755801, 46.5234142, 6.6270469
598571247, 46.52605, 6.626488
599198747, 46.5335102, 6.6165274
253088780, 46.5366595, 6.5791752
335592406, 46.5509685, 6.5682976
329723628, 46.4882898, 6.7712016
1161489598, 46.5441348, 6.6598435
406736220, 46.5266436, 6.5842982
598997728, 46.5347545, 6.6166106
308627310, 46.5504967, 6.564893
271330500, 46.5174668, 6.628141
428330404, 46.526785, 6.6418816
567927323, 46.522118, 6.6371554
267248113, 46.5125198, 6.6368671
258755889, 46.5272602, 6.6263786
334333715, 46.5386793, 6.5990159
3062903687, 46.5294128, 6.600228
598641571, 46.5258742, 6.6173603
580047008, 46.527837, 6.6535579
253302592, 46.5173888, 6.6378765
504044, 46.5342526, 6.5711807
597831970, 46.5175528, 6.6399309
1681943426, 46.5204681, 6.664642
1034331656, 46.5092415, 6.6752063
1396951777, 46.545317, 6.6632802
288435912, 46.5160984, 6.6914466
34505934, 46.5175103, 6.602885
5070092344, 46.5267342, 6.6385272
599706379, 46.5377191, 6.6338327
581213528, 46.5186469, 6.6449688
1475388380, 46.5307863, 6.5755251
3409313762, 46.5318301, 6.5888174
3301053125, 46.5432038, 6.6349657
281528967, 46.5081845, 6.6652597
615948030, 46.5204725, 6.6444445
574869553, 46.5251718, 6.6409127
260554231, 46.5260202, 6.6186955
269456374, 46.5293722, 6.5897298
581105485, 46.5162945, 6.6448967
1241299382, 46.513771, 6.6792979
3276621461, 46.5542057, 6.5655537
4467732947, 46.568663, 6.7013613
385446051, 46.5426285, 6.6485179
4355981931, 46.5136497, 6.6832565
655194089, 46.520293, 6.6712291
280621, 46.5210196, 6.6198263
5308642832, 46.5220015, 6.5965781
571613982, 46.540086, 6.6776148
4306352173, 46.5042282, 6.68632
613122649, 46.513682, 6.6403556
3301053255, 46.5507815, 6.6242905
567834435, 46.5125675, 6.6228135
385437390, 46.543665, 6.6341398
309457747, 46.5456675, 6.6995044
1404729198, 46.5231696, 6.6319835
565061020, 46.5340574, 6.6706879
282064269, 46.5204414, 6.6762888
329176340, 46.5287249, 6.6177178
570083874, 46.5141667, 6.6448919
282064328, 46.5207868, 6.6715074
504011, 46.5397579, 6.5689558
1062350969, 46.487358, 6.726287
649303017, 46.5220182, 6.5634488
253414532, 46.5239783, 6.6345163
561463461, 46.5172011, 6.6308281
2332956832, 46.5173149, 6.6300608
395603266, 46.5655134, 6.6928724
574618723, 46.5169753, 6.6154911
1050101038, 46.5202055, 6.6776732
268958702, 46.5721563, 6.6331669
3409313764, 46.5318249, 6.5886484
60947545, 46.5216693, 6.6465651
659760885, 46.5329372, 6.6537229
3301398176, 46.5602447, 6.6356482
3301398060, 46.5512218, 6.6325603
629026859, 46.5380809, 6.6502095
364351582, 46.5073127, 6.6274273
567803516, 46.508136, 6.6230817
617682323, 46.5232073, 6.6552321
1094605091, 46.5089048, 6.6667237
1505761266, 46.5288679, 6.5762552
617981220, 46.523423, 6.6557224
329752291, 46.4910342, 6.7614783
3086432927, 46.5210742, 6.6414653
1080666649, 46.5080181, 6.6697438
598716030, 46.5158152, 6.652892
4477029852, 46.5486533, 6.6240255
1161489891, 46.5408764, 6.6676467
5280782165, 46.5072542, 6.6881315
561463357, 46.5174253, 6.62831
282645274, 46.5192564, 6.6073673
563021386, 46.5170215, 6.6422359
3090820934, 46.5214906, 6.6466985
1041075473, 46.5142853, 6.6541803
2701919324, 46.5120418, 6.5575189
4605011291, 46.4999515, 6.7345889
414204172, 46.5244454, 6.6857025
253400025, 46.5255567, 6.6361762
571620722, 46.5375966, 6.6680135
583408374, 46.5287972, 6.6144421
598974886, 46.5300559, 6.6164651
580046815, 46.5197774, 6.6514404
310281280, 46.5530111, 6.6639595
3062903676, 46.5287517, 6.6023902
1043793712, 46.5404521, 6.6698599
575175465, 46.5269491, 6.6271124
313153449, 46.5234432, 6.6192591
1033253129, 46.5109199, 6.6646431
312433971, 46.5376736, 6.6338278
3301613456, 46.576559, 6.6341653
253045756, 46.5178136, 6.6041937
253399323, 46.5390779, 6.6216925
5280782173, 46.5085842, 6.6890373
504973, 46.5356262, 6.5873182
598986243, 46.539021, 6.612654
412749186, 46.48741, 6.7211623
330902467, 46.5167133, 6.6507373
1262417494, 46.5426737, 6.7019278
266635911, 46.5269888, 6.674859
570140043, 46.5165179, 6.6526058
1161372607, 46.5456219, 6.6411593
252983091, 46.5334829, 6.5847617
322872990, 46.5740951, 6.633224
253088278, 46.5251319, 6.5414217
598562208, 46.5265772, 6.6339831
575155031, 46.5336591, 6.626231
1396839785, 46.5649145, 6.692044
282656441, 46.5170481, 6.6241407
1953207352, 46.53147, 6.5749126
316734290, 46.5261254, 6.5817384
314082023, 46.5233216, 6.6340934
258490122, 46.5475892, 6.5754683
330906616, 46.5211739, 6.6615843
4355873257, 46.515494, 6.6886722
598646693, 46.5238669, 6.6185146
337907822, 46.5169441, 6.6403509
1396951803, 46.5490542, 6.6721062
568000952, 46.5245325, 6.6155537
2332956840, 46.5173845, 6.628516
2295333659, 46.5372663, 6.6081975
312374972, 46.4862842, 6.7699979
330904193, 46.5191393, 6.6538769
319421741, 46.5363651, 6.5496306
329723585, 46.486399, 6.7696908
1043748925, 46.5433969, 6.663196
1016633582, 46.5240773, 6.6631007
597811343, 46.5165429, 6.6332239
409220787, 46.5212258, 6.6726991
3647237701, 46.5193703, 6.6399568
567544854, 46.5165263, 6.6122254
561509461, 46.5214639, 6.6225793
2389135994, 46.5274902, 6.5734983
3276730753, 46.4885744, 6.7675112
575140141, 46.5351159, 6.6250262
582768593, 46.5228214, 6.6077483
1485676771, 46.5277183, 6.5730904
564301739, 46.5281359, 6.6042552
597831931, 46.5161535, 6.6410534
4355873287, 46.5165985, 6.6912001
313309384, 46.5237814, 6.6019268
282645328, 46.5170782, 6.6136163
1921796124, 46.517373, 6.5696543
331109438, 46.534489, 6.6168875
322749596, 46.5172729, 6.6021434
486028085, 46.5068953, 6.6300153
289478929, 46.5346304, 6.6851211
1475388331, 46.5295895, 6.5748292
281325158, 46.5170514, 6.6191226
1474530547, 46.5290923, 6.5838191
409220697, 46.5210794, 6.6721966
573250857, 46.5329108, 6.6352688
617179507, 46.5273331, 6.6484958
562826008, 46.5219558, 6.6248253
1071517605, 46.5151542, 6.6861207
313711907, 46.5383082, 6.59975
310281204, 46.5444577, 6.6585642
614664205, 46.5155824, 6.6421149
574618954, 46.5190349, 6.6181863
1034329554, 46.5123798, 6.6757328
253399656, 46.5330039, 6.6296812
310281131, 46.5442746, 6.6634245
667938188, 46.5190033, 6.6379413
599218191, 46.5314808, 6.624664
410723902, 46.5186942, 6.6972162
1474537069, 46.4965981, 6.7463266
598716035, 46.5158499, 6.6529877
617986300, 46.5226092, 6.6577255
310281211, 46.5442777, 6.6590346
4601356506, 46.5217251, 6.635078
622374123, 46.5339324, 6.647946
597811463, 46.5146639, 6.6365412
598571348, 46.5253485, 6.6287643
674201643, 46.5175672, 6.6387771
1449084552, 46.5249023, 6.6778203
266837806, 46.5420088, 6.6346862
1193508666, 46.6092323, 6.6560423
567923212, 46.5070132, 6.6342863
418016596, 46.5421718, 6.6790708
599509388, 46.5309119, 6.6181403
1444350932, 46.5360859, 6.5808439
380759997, 46.5433839, 6.6763992
3404569560, 46.5178274, 6.6358474
5286121779, 46.5294705, 6.5626447
597811186, 46.5155904, 6.6337563
1474028074, 46.5333769, 6.5804331
266635851, 46.5152298, 6.6888373
1474544678, 46.4970057, 6.7430747
561509471, 46.5218325, 6.6245772
4604984503, 46.5145788, 6.6934265
320010772, 46.5165393, 6.6913331
3090768712, 46.5188415, 6.6680171
567153362, 46.5225052, 6.6079402
423145882, 46.5748687, 6.7287906
1057817250, 46.5023863, 6.7140303
253402372, 46.5231065, 6.6317437
4357108692, 46.5441133, 6.5682926
269586768, 46.5131107, 6.627796
4357094143, 46.5390159, 6.574484
2122533348, 46.5531562, 6.6290164
582768589, 46.5228669, 6.6073439
2316488199, 46.5471775, 6.6320306
3174694948, 46.522665, 6.5949173
598199870, 46.5268215, 6.6394298
391970217, 46.5186792, 6.6990273
35296919, 46.5246879, 6.6359821
3174694952, 46.5227921, 6.5946801
504673, 46.5071769, 6.6880892
1082795839, 46.5360009, 6.6769353
3099092045, 46.5406272, 6.7041524
5043694529, 46.5495158, 6.6737773
1720931157, 46.519098, 6.6670247
617182733, 46.5277757, 6.6458621
31296400, 46.5425087, 6.6440191
63068732, 46.5235495, 6.6473245
34505930, 46.5168177, 6.6043342
1642345938, 46.528847, 6.5647376
677515223, 46.5247697, 6.6268295
282064327, 46.5215773, 6.6734012
1240265141, 46.5170168, 6.684995
310281282, 46.5515437, 6.6624013
313153412, 46.5325552, 6.6318908
2295498107, 46.5334439, 6.6079359
330910135, 46.5213697, 6.6581478
310134355, 46.4897889, 6.7653348
1475318849, 46.5132694, 6.5446888
573250800, 46.5263631, 6.6356924
253421598, 46.5215079, 6.6235806
1025374893, 46.5187913, 6.6605166
281325159, 46.516938, 6.6189352
310436915, 46.5438998, 6.6725881
